"city","site","mean_01","mean_04","mean_06","mean_08","mean_11","mean_16","mean_19"
"ahga","ALIB",38.3313287514318,38.3313287514318,38.3313287514318,38.3313287514318,38.3313287514318,38.3313287514318,38.3313287514318
"ahga","ARPT",20.457233065442,20.457233065442,20.457233065442,20.457233065442,20.457233065442,20.457233065442,20.457233065442
"ahga","BARN",37.6699140401146,37.6699140401146,37.6699140401146,37.6699140401146,37.6699140401146,37.6699140401146,37.6699140401146
"ahga","BBPK",16.9566838783706,16.9566838783706,16.9566838783706,16.9566838783706,16.9566838783706,16.9566838783706,16.9566838783706
"ahga","BHVN",34.5574663227286,34.5574663227286,34.5574663227286,34.5574663227286,34.5574663227286,34.5574663227286,34.5574663227286
"ahga","BZOO",19.5283667621777,19.5283667621777,19.5283667621777,19.5283667621777,19.5283667621777,19.5283667621777,19.5283667621777
"ahga","CSHS",18.3943136128662,18.3943136128662,18.3943136128662,18.3943136128662,18.3943136128662,18.3943136128662,18.3943136128662
"ahga","CVMD",28.3255081591755,28.3255081591755,28.3255081591755,28.3255081591755,28.3255081591755,28.3255081591755,28.3255081591755
"ahga","DCKR",19.8895248998283,19.8895248998283,19.8895248998283,19.8895248998283,19.8895248998283,19.8895248998283,19.8895248998283
"ahga","DUDP",41.450643776824,41.450643776824,41.450643776824,41.450643776824,41.450643776824,41.450643776824,41.450643776824
"ahga","DXBH",28.0913778287024,28.0913778287024,28.0913778287024,28.0913778287024,28.0913778287024,28.0913778287024,28.0913778287024
"ahga","FIRE",30.0746697300402,30.0746697300402,30.0746697300402,30.0746697300402,30.0746697300402,30.0746697300402,30.0746697300402
"ahga","HALP",48.359576295448,48.359576295448,48.359576295448,48.359576295448,48.359576295448,48.359576295448,48.359576295448
"ahga","LDFN",1.64440639269406,1.64440639269406,1.64440639269406,1.64440639269406,1.64440639269406,1.64440639269406,1.64440639269406
"ahga","LDFS",3.83056668574699,3.83056668574699,3.83056668574699,3.83056668574699,3.83056668574699,3.83056668574699,3.83056668574699
"ahga","MBRD",32.487532244196,32.487532244196,32.487532244196,32.487532244196,32.487532244196,32.487532244196,32.487532244196
"ahga","NDA1",10.7711015736767,10.7711015736767,10.7711015736767,10.7711015736767,10.7711015736767,10.7711015736767,10.7711015736767
"ahga","NOWR",25.1736011477762,25.1736011477762,25.1736011477762,25.1736011477762,25.1736011477762,25.1736011477762,25.1736011477762
"ahga","RDIO",5.29410080183276,5.29410080183276,5.29410080183276,5.29410080183276,5.29410080183276,5.29410080183276,5.29410080183276
"ahga","RHDR",20.9253005151689,20.9253005151689,20.9253005151689,20.9253005151689,20.9253005151689,20.9253005151689,20.9253005151689
